date,question,answer,category
2018-09-03,¿Qué son los modelos novedosos según la Ley?,Son aquellos que utilizan herramientas o medios tecnológicos con modalidades distintas a las existentes en el mercado al momento de otorgar la autorización.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué plazos deben respetar las Autoridades Financieras al resolver solicitudes que requieren la opinión de otras entidades?,El plazo para resolver no podrá exceder de 180 días y las autoridades deben emitir su opinión en un máximo de 150 días.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué deben hacer las ITF si quieren operar con activos virtuales?,Deben obtener la autorización previa del Banco de México y seguir las disposiciones emitidas por este.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué autoridades participan en el Comité Interinstitucional que otorga autorizaciones a las ITF?,El Comité está integrado por representantes de la Secretaría de Hacienda Banco de México y CNBV.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué limitaciones impone la Ley sobre la transmisión de acciones de una ITF?,Las acciones no pueden ser transmitidas sin la autorización previa de la CNBV.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué medidas deben tomar las ITF respecto a la seguridad de la información?,Deben implementar controles internos y tecnológicos que aseguren la confidencialidad disponibilidad e integridad de la información.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué requisitos deben cumplir las ITF para iniciar operaciones?,Deben contar con la infraestructura tecnológica capital mínimo directivos capacitados y manuales operativos necesarios.,Instituciones de Tecnología Financiera
2018-09-03,¿Cuándo pueden las ITF ofrecer financiamiento colectivo en moneda extranjera?,Solo pueden ofrecerlo con la previa autorización del Banco de México bajo los términos que este determine.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué debe incluir el plan de negocios presentado por una ITF al solicitar su autorización?,El plan debe detallar las políticas de riesgos divulgación de información medidas de seguridad y las operaciones que planean realizar.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué obligación tienen las ITF respecto a la prevención de operaciones con recursos ilícitos?,Deben implementar políticas de prevención de operaciones con recursos de procedencia ilícita y financiamiento al terrorismo.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué sucede si una ITF no cumple con las observaciones de la CNBV o el Banco de México?,La CNBV puede suspender o negar el inicio de operaciones de la ITF hasta que cumpla con las observaciones.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué operaciones se reputan como actos de comercio en las ITF?,Las operaciones de financiamiento colectivo como préstamos o adquisiciones de capital son consideradas actos de comercio.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué deben informar las ITF a los inversionistas sobre los riesgos de los proyectos financiados?,Deben proporcionar una evaluación de riesgos clara incluyendo el comportamiento de pago y desempeño de los solicitantes.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué prohibiciones tienen las ITF en relación con la promoción de sus operaciones?,No pueden usar medios masivos o profesionales para obtener créditos o préstamos sin la autorización correspondiente.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué se debe hacer si un inversionista retira su participación en una operación de financiamiento colectivo?,El inversionista tiene derecho a retirar sus recursos antes de que se entreguen al solicitante sin restricción o cargo alguno.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué deben hacer las ITF si los fondos de pago electrónico de un cliente no tienen movimiento por tres años?,Deben transferir los fondos a una cuenta global y notificar al cliente antes de que prescriban a favor de la beneficencia pública.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué requisitos deben cumplir los títulos de deuda emitidos por las ITF?,Los títulos deben cumplir con las disposiciones emitidas por la CNBV incluyendo la transparencia en la estructura de las operaciones.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué deben hacer las ITF si quieren realizar una nueva operación que no estaba autorizada inicialmente?,Deben solicitar una nueva autorización a la CNBV acreditando que cumplen con los requisitos para realizar dicha operación.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué deben hacer las ITF para asegurar el cumplimiento de las metodologías de calificación de riesgos?,Deben aplicar consistentemente las metodologías y actualizarlas cuando sea necesario asegurándose de informar a los inversionistas.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué obligaciones tienen las ITF respecto a la entrega de recursos a los solicitantes?,Las ITF deben entregar los recursos directamente a los solicitantes seleccionados por los inversionistas según los términos acordados.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué operaciones pueden realizar las ITF como comisionistas de sus clientes?,Las ITF pueden realizar operaciones relacionadas con la cobranza y gestión de los proyectos de financiamiento colectivo.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué deben hacer las ITF en caso de incumplimiento de pago por parte de los solicitantes?,Las ITF deben proporcionar a los inversionistas información actualizada sobre el comportamiento de pago de los solicitantes.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué mecanismos deben tener las ITF para segregar diferentes tipos de operaciones?,Deben implementar mecanismos que permitan a los inversionistas distinguir claramente entre diferentes tipos de financiamiento.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué derechos tienen los clientes de las ITF respecto a los activos virtuales?,Los clientes pueden solicitar la entrega de los activos virtuales o su conversión a moneda nacional según los términos del contrato.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué información deben proporcionar las ITF en sus estados financieros?,Deben incluir información detallada sobre sus operaciones y el comportamiento de sus clientes en cuanto a los créditos y financiamientos.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué sucede si las ITF no entregan los recursos a los solicitantes en el plazo establecido?,Si las ITF no cumplen con los plazos deben devolver los recursos a los inversionistas sin cargo adicional.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué medidas deben tomar las ITF para proteger los fondos de pago electrónico de sus clientes?,Deben establecer sistemas de seguridad que aseguren que los fondos no puedan ser utilizados sin autorización del cliente.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué condiciones debe cumplir el financiamiento colectivo de copropiedad o regalías?,El inversionista adquiere una participación en los ingresos o bienes futuros del solicitante según los términos establecidos en el contrato.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué actividades relacionadas con los activos virtuales pueden realizar las ITF?,Pueden comprar vender y custodiar activos virtuales siempre bajo las disposiciones emitidas por el Banco de México.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué requisitos deben cumplir las ITF para ser autorizadas como instituciones de fondos de pago electrónico?,Deben cumplir con los requisitos de seguridad infraestructura tecnológica y políticas de divulgación entre otros.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué debe hacer la CNBV si una ITF no cumple con los requisitos operativos después de obtener la autorización?,La CNBV puede negar el inicio de operaciones o imponer sanciones hasta que la ITF cumpla con todos los requisitos legales.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué prohibiciones tienen las ITF en relación con la cesión de créditos a personas relacionadas?,Las ITF no pueden enajenar o ceder créditos a personas relacionadas o que tengan poder de mando dentro de la institución.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué pueden hacer las ITF para asegurar la transparencia en la divulgación de riesgos a los inversionistas?,Deben implementar políticas claras de divulgación de riesgos utilizando un lenguaje sencillo y accesible para los clientes.,Instituciones de Tecnología Financiera
2018-09-03,¿Quién puede modificar las disposiciones de la Ley para Regular las Instituciones de Tecnología Financiera?,Solo el Congreso de la Unión puede modificar la Ley y cualquier cambio debe ser publicado en el Diario Oficial de la Federación.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué sucede si las ITF no informan adecuadamente sobre los riesgos de sus operaciones?,Las ITF pueden ser sancionadas por la CNBV y estar obligadas a compensar a los inversionistas por daños y perjuicios.,Instituciones de Tecnología Financiera
2018-09-03,¿Cómo deben estructurarse las políticas de divulgación de riesgos en las ITF?,Las políticas deben ser claras y accesibles asegurando que los inversionistas entiendan los riesgos de las operaciones.,Instituciones de Tecnología Financiera
2018-09-03,¿Cuáles son las obligaciones de las ITF en la custodia de activos virtuales?,Las ITF deben garantizar la seguridad de los activos virtuales mediante sistemas que aseguren la posesión de firmas y claves suficientes para ejecutar operaciones.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué actividades tienen prohibido realizar las ITF con los activos virtuales de sus clientes?,Las ITF no pueden prestar vender ceder ni utilizar los activos virtuales de sus clientes salvo por orden expresa de los mismos.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué autoridades pueden suspender la operación de una ITF?,La CNBV tiene la autoridad para suspender la operación de una ITF en caso de incumplimiento de la Ley o sus disposiciones.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué deben hacer las ITF para operar con modelos novedosos?,Las ITF deben obtener una autorización temporal de la CNBV para operar con modelos novedosos sujetos a ciertas condiciones.,Instituciones de Tecnología Financiera
2018-09-03,¿Cómo se define el control en el contexto de las ITF?,El control es la capacidad de influir en las decisiones de la asamblea general de accionistas o en la administración de una ITF.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué ocurre si una ITF no cumple con las obligaciones fiscales relacionadas con los fondos de pago electrónico?,La ITF puede ser sancionada y sus operaciones con fondos de pago electrónico podrían ser suspendidas por la CNBV.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué debe incluir la información financiera que las ITF presentan a sus clientes?,Debe incluir detalles sobre las operaciones realizadas los movimientos de cuentas y la situación financiera de la ITF.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué límites impone la Ley a los montos que los clientes pueden mantener en una ITF?,La CNBV y el Banco de México establecen límites diferenciados por cliente tipo de proyecto o transacción que deben respetarse.,Instituciones de Tecnología Financiera
2018-09-03,¿Cómo deben las ITF realizar la transmisión de dinero a través de fondos de pago electrónico?,La transmisión debe realizarse mediante abonos y cargos en las cuentas electrónicas bajo las condiciones definidas por el Banco de México.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué procedimientos deben seguir las ITF para otorgar créditos a través de sobregiros?,Los créditos deben ser otorgados sin cobrar intereses ni comisiones y el saldo debe ser cubierto con los fondos futuros del cliente.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué información debe estar disponible para los inversionistas después de una operación de financiamiento colectivo?,Debe estar disponible el comportamiento de pago del solicitante su desempeño y cualquier otra información relevante.,Instituciones de Tecnología Financiera
2018-09-03,¿Cómo se deben estructurar las cuentas de fondos de pago electrónico en una ITF?,Deben ser cuentas independientes que registren abonos y cargos por las cantidades de fondos de pago electrónico emitidos.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué requisitos deben cumplir las ITF para obtener préstamos o créditos?,Las ITF deben cumplir con las disposiciones de la CNBV y no pueden obtener créditos de personas no autorizadas ni mediante medios masivos.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué obligaciones tienen las ITF en la formalización de las operaciones de financiamiento colectivo?,Deben proporcionar todos los medios necesarios para formalizar las operaciones y asegurar la transparencia entre inversionistas y solicitantes.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué puede hacer una ITF si necesita utilizar infraestructura tecnológica de una entidad financiera?,Puede celebrar contratos de servicios tecnológicos con entidades financieras previa autorización de la CNBV asegurando precios de transferencia claros.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué sucede si las instituciones de crédito desean invertir en una ITF?,Deben obtener autorización previa de la CNBV y respetar los límites establecidos en la Ley de Instituciones de Crédito.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué actividades pueden realizar las ITF en relación con activos virtuales?,Pueden comprar vender custodiar y realizar operaciones con activos virtuales bajo la regulación del Banco de México.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué obligaciones tienen las ITF en la entrega de fondos a solicitantes de financiamiento colectivo?,Deben asegurarse de que los fondos lleguen a los solicitantes sin modificación de los términos acordados previamente con los inversionistas.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué políticas deben establecer las ITF para evitar conflictos de interés?,Deben implementar políticas claras que eviten cualquier conflicto de interés en la gestión de operaciones y relación con clientes.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué deben hacer las ITF si detectan operaciones inusuales o ilícitas?,Deben reportarlas de inmediato a las autoridades correspondientes y tomar medidas para prevenir futuras actividades ilícitas.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué pueden hacer las ITF si desean invertir en otras sociedades?,Solo pueden invertir en sociedades que les ofrezcan servicios auxiliares complementarios o de tipo inmobiliario.,Instituciones de Tecnología Financiera
2018-09-03,¿Cómo deben informar las ITF a los inversionistas sobre los criterios de selección de proyectos?,Deben dar a conocer los criterios de selección de manera clara y pública incluyendo la información y documentación evaluada.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué medidas de seguridad deben implementar las ITF para proteger a sus clientes?,Deben asegurar la confidencialidad disponibilidad e integridad de la información mediante sistemas seguros y confiables.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué requisitos deben cumplir los consejeros y directivos de una ITF?,Deben tener un historial de negocios y crediticio satisfactorio además de cumplir con los estándares de honorabilidad establecidos por la CNBV.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué deben hacer las ITF para permitir que los inversionistas retiren sus fondos?,Deben proporcionar mecanismos que permitan a los inversionistas retirar sus fondos en cualquier momento antes de la entrega al solicitante.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué prohibiciones tienen las ITF en relación con el uso de su denominación?,Ninguna persona o entidad no autorizada puede usar la denominación institución de tecnología financiera o expresiones similares.,Instituciones de Tecnología Financiera
2018-09-03,¿Qué sucede si una ITF no cumple con los plazos establecidos en la Ley para responder a los inversionistas?,La CNBV puede sancionar a la ITF y en casos graves suspender o revocar su autorización para operar.,Instituciones de Tecnología Financiera
2024-01-24,¿Cuándo fue publicada la Ley de Instituciones de Crédito?,La ley fue publicada en el Diario Oficial de la Federación el 18 de julio de 1990.,Ley de Instituciones de Crédito
2024-01-24,¿Cuál es el objeto de esta ley?,Regular el servicio de banca y crédito la organización y funcionamiento de las instituciones de crédito y las actividades y operaciones que podrán realizar.,Ley de Instituciones de Crédito
2024-01-24,¿Qué tipo de instituciones pueden prestar el servicio de banca y crédito?,Las instituciones de banca múltiple y las instituciones de banca de desarrollo.,Ley de Instituciones de Crédito
2024-01-24,¿Qué se considera servicio de banca y crédito según la ley?,La captación de recursos del público en el mercado nacional para su colocación en el público mediante actos que causen pasivo directo o contingente.,Ley de Instituciones de Crédito
2024-01-24,¿Qué instituciones forman parte del Sistema Bancario Mexicano?,El Banco de México las instituciones de banca múltiple de banca de desarrollo y los fideicomisos públicos constituidos por el Gobierno Federal para el fomento económico.,Ley de Instituciones de Crédito
2024-01-24,¿Qué autoridad tiene la rectoría del Sistema Bancario Mexicano?,El Estado a través de la Secretaría de Hacienda y Crédito Público.,Ley de Instituciones de Crédito
2024-01-24,¿Cuál es la duración de las instituciones de banca múltiple?,La duración de las instituciones de banca múltiple será indefinida.,Ley de Instituciones de Crédito
2024-01-24,¿Qué requisitos deben cumplir los consejeros de las instituciones de banca múltiple?,Deben tener calidad técnica honorabilidad e historial crediticio satisfactorio además de conocimientos en materia financiera legal o administrativa.,Ley de Instituciones de Crédito
2024-01-24,¿Qué porcentaje de consejeros en las instituciones de banca múltiple deben ser independientes?,Al menos el 25% de los consejeros deben ser independientes.,Ley de Instituciones de Crédito
2024-01-24,¿Qué es el capital social de las instituciones de banca múltiple?,Es el capital necesario para que la institución pueda operar conformado por una parte ordinaria (acciones serie O) y una parte adicional (acciones serie L).,Ley de Instituciones de Crédito
2024-01-24,¿Qué derechos otorgan las acciones serie L en una institución de banca múltiple?,Otorgan derecho a voto limitado en asuntos como fusión escisión disolución cambio de objeto y derecho a recibir un dividendo preferente y acumulativo.,Ley de Instituciones de Crédito
2024-01-24,¿Qué porcentaje del capital social deben tener las instituciones de banca múltiple para operar?,Deben contar con un capital social mínimo equivalente a noventa millones de Unidades de Inversión (UDIs) aunque puede variar dependiendo de sus operaciones.,Ley de Instituciones de Crédito
2024-01-24,¿Qué sucede si una persona adquiere más del 2% del capital social pagado de una institución?,Debe dar aviso a la Comisión Nacional Bancaria y de Valores dentro de los tres días hábiles siguientes a la adquisición o transmisión.,Ley de Instituciones de Crédito
2024-01-24,¿Qué requisitos deben cumplir las oficinas de representación de entidades financieras extranjeras?,Deben obtener autorización de la Comisión Nacional Bancaria y de Valores la cual será discrecional y no pueden realizar operaciones de captación de recursos del público.,Ley de Instituciones de Crédito
2024-01-24,¿Qué deben hacer las instituciones de banca múltiple al modificar sus estatutos sociales?,Deben someterlos a la aprobación de la Comisión Nacional Bancaria y de Valores y una vez aprobados inscribirlos en el Registro Público de Comercio sin necesidad de mandamiento judicial.,Ley de Instituciones de Crédito
2024-01-24,¿Qué define la ley como control en una institución de banca múltiple?,Es la capacidad de imponer decisiones en las asambleas generales mantener la titularidad de más del 50% del capital social o dirigir la administración de la institución.,Ley de Instituciones de Crédito
2024-01-24,¿Qué operaciones no pueden realizar las oficinas de representación de entidades extranjeras?,No pueden realizar actividades de intermediación financiera que requieran autorización del Gobierno Federal ni captar recursos del público en el mercado nacional.,Ley de Instituciones de Crédito
2024-01-24,¿Qué tipo de instituciones pueden fusionarse con una institución de banca múltiple?,Cualquier sociedad o entidad financiera puede fusionarse con una institución de banca múltiple previa autorización de la Comisión Nacional Bancaria y de Valores.,Ley de Instituciones de Crédito
2024-01-24,¿Cuál es el rol del consejo de administración en las instituciones de banca múltiple?,Administra la institución y está integrado por un mínimo de cinco y un máximo de quince consejeros de los cuales al menos el 25% deben ser independientes.,Ley de Instituciones de Crédito
2024-01-24,¿Qué se entiende por conflicto de interés en una institución de banca múltiple?,Cualquier situación en la que un consejero o directivo tenga un interés personal que pueda interferir con su obligación de actuar en beneficio de la institución.,Ley de Instituciones de Crédito
2024-01-24,¿Qué requisitos deben cumplir los directores generales de una institución de banca múltiple?,Deben ser residentes en territorio mexicano tener cinco años de experiencia en puestos de alto nivel y contar con honorabilidad e historial crediticio satisfactorio.,Ley de Instituciones de Crédito
2024-01-24,¿Qué medidas deben tomar las instituciones para prevenir el lavado de dinero?,Deben implementar programas de autocorrección y cumplir con las disposiciones de la ley notificando cualquier actividad sospechosa a la Comisión Nacional Bancaria y de Valores.,Ley de Instituciones de Crédito
2024-01-24,¿Qué es el comité de auditoría en una institución de banca múltiple?,Es un órgano consultivo del consejo de administración encargado de revisar la gestión financiera y asegurar el cumplimiento de las políticas y normativas internas.,Ley de Instituciones de Crédito
2024-01-24,¿Qué instituciones forman parte del Sistema de Protección al Ahorro Bancario?,Están conformadas por el Instituto para la Protección al Ahorro Bancario (IPAB) y las instituciones de banca múltiple.,Ley de Instituciones de Crédito
2024-01-24,¿Qué operaciones pueden realizar las oficinas de representación de entidades financieras extranjeras?,Pueden proporcionar información sobre las operaciones que las entidades financieras representadas celebren en su país de origen pero sin realizar captación de recursos del público.,Ley de Instituciones de Crédito
2024-01-24,¿Qué función tiene el consejo de administración en la creación de políticas de remuneración?,Debe aprobar el sistema de remuneración de la institución y asegurar su adecuado funcionamiento a través de un comité de remuneraciones.,Ley de Instituciones de Crédito
2024-01-24,¿Qué sucede si una institución de banca múltiple incumple con sus obligaciones financieras?,La Comisión Nacional Bancaria y de Valores puede intervenir remover a los consejeros y directivos o incluso revocar la autorización para operar.,Ley de Instituciones de Crédito
2024-01-24,¿Qué plazo tiene la CNBV para resolver una solicitud de fusión de instituciones bancarias?,El plazo es de 180 días para resolver las solicitudes de fusión previo acuerdo con la Comisión Federal de Competencia y el Banco de México.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece la ley sobre el capital social adicional en una institución de banca múltiple?,El capital social adicional está representado por acciones serie L que pueden emitirse hasta por un 40% del capital ordinario previa autorización de la Comisión Nacional de Valores.,Ley de Instituciones de Crédito
2024-01-24,¿Cuál es el plazo máximo para obtener la autorización para operar como institución de banca múltiple?,El plazo es de 180 días a partir de la aprobación del instrumento público para presentar la solicitud de autorización para iniciar operaciones.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece el artículo 5º sobre la interpretación de la ley?,El Ejecutivo Federal a través de la Secretaría de Hacienda y Crédito Público podrá interpretar los preceptos de la ley para efectos administrativos.,Ley de Instituciones de Crédito
2024-01-24,¿Qué sucede si una institución de banca múltiple no cumple con los requisitos de capitalización?,Puede ser sancionada y su autorización revocada si no cumple con los requisitos de capitalización establecidos por la CNBV.,Ley de Instituciones de Crédito
2024-01-24,¿Qué documentos deben presentar las instituciones para obtener la autorización de fusión?,Deben presentar proyectos de acuerdos de asamblea convenio de fusión modificaciones a estatutos plan de fusión estados financieros y demás documentación requerida por la CNBV.,Ley de Instituciones de Crédito
2024-01-24,¿Qué derechos tienen los accionistas minoritarios en una institución de banca múltiple?,Los accionistas que representen al menos un 10% del capital social ordinario pueden designar un consejero y su nombramiento solo podrá revocarse si se revoca el de todos los demás.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece la ley sobre la participación de gobiernos extranjeros en el capital social de una institución de banca múltiple?,Los gobiernos extranjeros no pueden participar directamente en el capital social salvo en casos excepcionales autorizados por la CNBV.,Ley de Instituciones de Crédito
2024-01-24,¿Qué requisitos deben cumplir las personas que pretendan adquirir más del 5% del capital de una institución de banca múltiple?,Deben obtener autorización previa de la CNBV cumplir con requisitos de honorabilidad e historial crediticio satisfactorio y proporcionar información sobre su plan de funcionamiento.,Ley de Instituciones de Crédito
2024-01-24,¿Qué deben hacer las instituciones al recibir donativos importantes de una fundación o asociación civil?,Deben asegurarse de que los donativos no representen más del 15% del total de donativos recibidos por la fundación o asociación civil.,Ley de Instituciones de Crédito
2024-01-24,¿Qué define la ley como grupo empresarial en el contexto de instituciones de crédito?,Es un conjunto de personas morales organizadas bajo la participación directa o indirecta de una sociedad que tiene el control sobre las demás.,Ley de Instituciones de Crédito
2024-01-24,¿Qué debe incluir el plan de funcionamiento de una institución de banca múltiple?,Debe contemplar las operaciones a realizar medidas de seguridad programas de captación y otorgamiento de créditos cobertura geográfica viabilidad financiera y más.,Ley de Instituciones de Crédito
2024-01-24,¿Qué sucede si una persona transmite el control de una institución de banca múltiple de manera gratuita?,Se presumirá que quien realizó la transmisión mantiene el poder de mando en la institución salvo prueba en contrario.,Ley de Instituciones de Crédito
2024-01-24,¿Qué medidas debe tomar una institución de banca múltiple si enfrenta una situación financiera adversa?,Debe informar a la CNBV y presentar un plan de regularización que incluya medidas para restaurar su capitalización y estabilidad financiera.,Ley de Instituciones de Crédito
2024-01-24,¿Qué facultades tiene la CNBV en caso de incumplimiento de una institución de banca múltiple?,Puede imponer sanciones intervenir en la administración remover directivos y consejeros e incluso revocar la autorización de la institución.,Ley de Instituciones de Crédito
2024-01-24,¿Qué define la ley como riesgo de crédito?,Es la posibilidad de que un acreditado incumpla total o parcialmente sus obligaciones de pago derivadas de operaciones crediticias con la institución.,Ley de Instituciones de Crédito
2024-01-24,¿Qué operaciones pueden realizar las instituciones de banca múltiple en el extranjero?,Pueden realizar operaciones de banca y crédito fuera de México siempre que cumplan con las disposiciones aplicables y obtengan la autorización de las autoridades mexicanas.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece la ley sobre los fideicomisos constituidos por las instituciones de crédito?,Deben cumplir con las disposiciones establecidas por la CNBV y no podrán realizar fideicomisos que impliquen la captación de recursos del público sin autorización.,Ley de Instituciones de Crédito
2024-01-24,¿Qué derechos tienen los empleados de una institución de banca múltiple respecto a las utilidades?,Los empleados tienen derecho a participar en las utilidades de la institución conforme a lo establecido en la Ley Federal del Trabajo.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece el artículo 51 sobre las operaciones de crédito en moneda extranjera?,Las instituciones pueden realizar operaciones de crédito en moneda extranjera siempre que cumplan con las normas del Banco de México y otras disposiciones aplicables.,Ley de Instituciones de Crédito
2024-01-24,¿Qué debe incluir el reglamento interno de una institución de banca múltiple?,Debe establecer las funciones de los órganos de administración procedimientos de control interno políticas de otorgamiento de crédito y reglas de operación general.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece la ley sobre las relaciones de corresponsalía bancaria?,Las instituciones de banca múltiple pueden establecer relaciones de corresponsalía con entidades financieras extranjeras previa autorización de la CNBV.,Ley de Instituciones de Crédito
2024-01-24,¿Qué operaciones financieras pueden realizar las instituciones de banca múltiple con sus filiales?,Pueden realizar operaciones financieras siempre que cumplan con los requisitos establecidos por la CNBV y que dichas operaciones no afecten la solvencia de la institución.,Ley de Instituciones de Crédito
2024-01-24,¿Qué sucede si una institución de banca múltiple deja de cumplir con los requisitos de capital mínimo?,La CNBV puede intervenir en su administración solicitar la regularización o incluso iniciar el proceso de liquidación de la institución si no se cumplen los requisitos.,Ley de Instituciones de Crédito
2024-01-24,¿Qué disposiciones aplican para la emisión de obligaciones subordinadas por una institución de banca múltiple?,Deben cumplir con las disposiciones de la CNBV y Banco de México y la emisión no debe superar el 40% del capital ordinario de la institución.,Ley de Instituciones de Crédito
2024-01-24,¿Qué límites existen para la adquisición de bienes inmuebles por parte de las instituciones de banca múltiple?,Pueden adquirir bienes inmuebles solo para su uso o como parte de sus actividades pero no con fines de especulación o negocio salvo casos previstos en la ley.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece la ley sobre la liquidación de instituciones de banca múltiple?,La liquidación debe ser aprobada por la CNBV y seguir las disposiciones de la Ley General de Sociedades Mercantiles con intervención del IPAB si es necesario.,Ley de Instituciones de Crédito
2024-01-24,¿Qué tipo de créditos no pueden otorgar las instituciones de banca múltiple?,No pueden otorgar créditos a sus propios accionistas consejeros directivos o empleados salvo que se trate de créditos hipotecarios o de consumo en condiciones normales.,Ley de Instituciones de Crédito
2024-01-24,¿Qué requisitos deben cumplir las operaciones de arrendamiento financiero realizadas por las instituciones de banca múltiple?,Deben cumplir con las disposiciones aplicables de la CNBV y Banco de México y no deben exceder los límites establecidos para este tipo de operaciones.,Ley de Instituciones de Crédito
2024-01-24,¿Qué sanciones pueden imponer las autoridades en caso de violaciones a la ley?,Las sanciones incluyen multas suspensión de operaciones remoción de directivos y en casos graves la revocación de la autorización para operar como institución de crédito.,Ley de Instituciones de Crédito
2024-01-24,¿Qué requisitos deben cumplir los auditores externos de una institución de banca múltiple?,Deben ser contadores públicos autorizados por la CNBV tener experiencia en el sector financiero y cumplir con los requisitos establecidos en la ley.,Ley de Instituciones de Crédito
2024-01-24,¿Qué se considera como confidencialidad bancaria según la ley?,La información relacionada con las operaciones de los clientes es confidencial y no puede ser divulgada sin su consentimiento o sin orden de autoridad competente.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece la ley sobre la representación de mujeres en los órganos de administración?,La ley no establece un porcentaje específico pero las instituciones deben asegurar la igualdad de oportunidades en la designación de consejeros y directivos.,Ley de Instituciones de Crédito
2024-01-24,¿Qué porcentaje de créditos debe otorgarse a sectores prioritarios como el agrícola?,Las instituciones deben destinar al menos el 15% de su cartera de crédito a sectores prioritarios como el agrícola dependiendo de las disposiciones de la CNBV.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece la ley sobre las inversiones de las instituciones de banca múltiple en valores?,Las inversiones deben realizarse en valores permitidos por el Banco de México y la CNBV garantizando que no comprometan la solvencia de la institución.,Ley de Instituciones de Crédito
2024-01-24,¿Qué son las reservas técnicas según la ley?,Son recursos que las instituciones de banca múltiple deben constituir para protegerse contra posibles pérdidas derivadas de su actividad crediticia o de inversión.,Ley de Instituciones de Crédito
2024-01-24,¿Qué responsabilidad tienen los consejeros por los actos de la institución de banca múltiple?,Los consejeros son responsables solidariamente de los daños y perjuicios causados por actos dolosos o negligentes que afecten la operación de la institución.,Ley de Instituciones de Crédito
2024-01-24,¿Qué establece la ley sobre la protección de los derechos de los usuarios de servicios bancarios?,Los derechos de los usuarios están protegidos por la CONDUSEF que actúa como mediador y defensor en conflictos entre instituciones y clientes.,Ley de Instituciones de Crédito
2024-01-24,¿Qué requisitos deben cumplir los contratos de crédito con las instituciones de banca múltiple?,Los contratos deben estar redactados de forma clara contener las condiciones del crédito y ser aprobados por la CNBV si superan ciertos montos establecidos.,Ley de Instituciones de Crédito
